name_and_description,price,goodfortv
"Mosquito Guard Incense Repellent Sticks  12 Inch Incense Sticks Made with Natural Plant Based Ingredients: Citronella, Lemongrass & Rosemary Oil - 12 Sticks Per Box",$15.95,0
"Vmini Mosquito Repellent Bracelet for Kids, Adults & Pets Natural Plant Based Oil Mosquito Repellent Wristbands, Non Toxic Travel Insect Repellent Against Bugs, Pests, Waterproof",$18.99,0
"TERRO T1806 Outdoor Liquid Ant Baits, 1.0 fl. oz.",$25.00,0
GigaTent Pop Up Pod Changing Room,$19.99,0
"Klein Tools 32557 Multi-Bit Screwdriver/Nut Driver, Heavy Duty",$14.98,0
"Plastic Funnel, Set of 3",$7.98,0
Victorinox Paring Knife with Serrated Edge,$7.45,0
LEISURE TOWN Overfilled Fitted Mattress Pad Cover(8 to 21 Inches Deep Pocket)-Cooling Mattress Topper Snow Down Alternative Fill,$59.90,0
AmazonBasics Microfiber Duvet Cover Set,$24.99,0
DreamNorth Premium Gel Pillow Loft (Pack of 2) Luxury Plush Gel Bed Pillow for Home + Hotel Collection [Good for Side and Back Sleeper] Cotton Cover Dust Mite Resistant & Hypoallergenic,$45.99,0
Clorox Pool&Spa Super Water Clarifier 32 oz,$8.39,0
"Murphy's Naturals Mosquito Repellent Incense Sticks | Bamboo Incense w/Citronella, Rosemary, Lemongrass, Peppermint & Cedarwood Essential Oils | Plant Based DEET Free | 12 Sticks per Tube",$11.95,0
Cutter Backwoods Insect Repellent 25-Percent DEET Aerosol Spray,$65.58,0
"Murphy's Mosquito Sticks | Plant Based DEET Free Insect Repellent Incense Sticks | Bamboo Infused w/Citronella, Lemongrass & Rosemary | 12 Sticks per Tube(VAR)",$59.95,0
"B-Air FIRTANA-20X High Velocity Electric Industrial and Home Floor Fan, 20in",$37.80,0
"Wifi Smart Plug Gosund Mini Outlet Work with Alexa, Google Home, IFTTT, 2.4G Wifi Only, No Hub Required, ETL and FCC Listed (4 Pack) [Upgraded Version]",$29.99,0
"Best Callus Remover.Callus Eliminator,Liquid & Gel For Corn And Callus On Feet. Professional Grade",$10.87,0
Bodum Chambord French Press Coffee and Tea Maker,$15.99,0
"Ninja Professional 72oz Countertop Blender with 1000-Watt Base and Total Crushing Technology for Smoothies, Ice and Frozen Fruit (BL610), Black",$59.00,0
Umbra Skinny,$14.00,0
NICETOWN Blackout Curtains for Bedroom (42in Wide),$28.95,0
"efluky 3 Speeds and 5 Speeds Mini USB Fan, Portable Fan Quiet for Office, Travel, Camping Fan",$14.99,0
"2 Pack Collapsible Reusable Straw, Composed of Stainless Steel and Food-grade Silicone, Portable Set with Hard Case Holder and Cleaning Brush, For Party, Travel, Household, Outdoor, etc.",$13.49,0
Pampers Swaddlers Diapers Size 5 132 Count,$49.98,0
"Kerasal Fungal Nail Renewal - Visible results start in just 1 week, 10ml",$16.90,0
Pampers Swaddlers Diapers Size 4 150 Count,$49.49,0
Finish All in 1 Dishwasher Detergent Powerball Dishwashing Tablets Dish Tabs Fresh Scent,$70.00,0
"Murphy's Mosquito Sticks - All Natural Insect Repellent Incense Sticks - Bamboo Infused with Citronella, Lemongrass & Rosemary - 12 Per Tube",$33.95,0
"Sun Joe AJHN100-QC-2-BLU One Touch Hose Nozzle w/Smart Throttle, 2PK, Colors Will Vary",$14.99,0
Smith & Wesson M&P SWMP1B 7.1in Stainless Steel Assisted Folding Knife with 2.9in Clip Point Blade and Aluminum Handle for Outdoor Tactical Survival and Everyday Carry,$11.64,0
"Samsung DA29-00020B Compatible Refrigerator Water Filter Replacement - Also fits HAF-CIN EXP, DA29-00020A, DA29-00020B, DA29-00020B-1, DA97-08006A. NSF and WQA Certified - By PURELINE (3 Pack)",$35.95,0
"Downy Ultra April Fresh Liquid Fabric Conditioner Smart Pouch, Fabric Softener - 48 Oz. Pouches, 3 Pack",$7.76,0
"CLOROX Pool&Spa Shock Xtra Blue, 6-Pound 33006CLX",$29.99,0
"ZAP IT! Bug Zapper Twin Pack - Rechargeable Mosquito, Fly Killer and Bug Zapper Racket - 4,000 Volt - USB Charging, Super-Bright LED Light to Zap in The Dark - Safe to Touch",$32.99,0
"Cutter Backyard Bug Control Spray Concentrate, 32-Ounce",$54.99,0
"Sistema Microwave Collection Rice Cooker, 87.2 oz./2.6 L, Red",$13.99,0
"Crimping and Cutting Tool for Insulated and Non-Insulated Terminals, 9-3/4-Inch Klein Tools 1005",$28.05,0
Suavecito Pomade Firme (Strong) Hold 4 oz,$11.95,0
"GORILLA GRIP Original Reversible Cutting Board (3-Piece Set) for Kitchen, BPA Free, Easy Grip Handle, Dishwasher Safe, Non-Porous, Boards are Extra Large and Thick, Juice Grooves",$14.99,0
"mixing bowls - mixing bowl Set of 6 - stainless steel mixing bowls - Polished Mirror kitchen bowls - Set Includes , 2, 3.5, 5, 6, 8 Quart - Ideal For Cooking & Serving - Easy to clean - Great gift",$15.99,0
"Extra Long Stainless Steel Metal Straws - Fits Yeti, RTIC, SIC, Ozark Trail Tumblers, Set of 6 (6mm, 8mm, 10mm wide) with 6 Soft Silicon Tips & 2 Free Cleaning Brushes",$8.99,0
"Reusable collapsible stainless steel straw, Collapsible Stainless Steel Set with Hard Case and Cleaning Brush for Party, Travel, Household, Outdoor, etc.",$8.89,0
BrMate Hopsulator Slim Double-walled Stainless Steel Insulated Can Cooler for 12 Oz Slim Cans,$22.99,0
"Finish Jet-Dry Rinse Aid, Dishwasher Rinse Agent & Drying Agent",$55.00,0
"Febreze AIR Effects Air Freshener Linen & Sky, 8.8 oz (Pack of 6)",$11.99,0
"Evob Leaf Skimmer Net Swinging Pool Skimmer Above Ground Pool Maintenance - Fine Mesh Net - for Cleaning Surface of Swimming Pools, Hot Tubs, Spas and Fountains",$7.99,0
Intex Round Metal Frame Pool Cover,$15.99,0
Clif Kid - Organic Energy Snacks,$13.52,0
Tabiger Soldering Iron Kit 60W 110V-Adjustable Temperature Welding Soldering Iron with Tool Carry Case,$13.99,0
"Gillette Sensor5 Men's Disposable Razors, 2 Count, Mens Razors/Blades",$5.60,0
"Pantene, Shampoo, Pro-V Classic Clean, 25.4 fl oz, Twin Pack",$13.24,0
Biore UV Aqua Rich Watery 85 g (1.7 times the normal product) Sunscreen SPF 50 + / PA ++++Large capacity,$14.97,0
"Pantene, Shampoo and Conditioner 2 in 1, Pro-V Classic Clean, 25.4 fl oz, Twin Pack",$15.38,0
"Pantene, Sulfate Free Conditioner, Pro-V Daily Moisture Renewal for Dry Hair, 24 fl oz, Twin Pack",$10.54,0
"Pantene, Shampoo and Sulfate Free Conditioner Kit, Pro-V Sheer Volume for Fine Hair, 25.4 oz and 24 oz, Kit",$11.69,0
"Pantene, Shampoo, Pro-V Daily Moisture Renewal for Dry Hair, 25.4 fl oz, Twin Pack",$12.61,0
Thermos Stainless King 16-Ounce Food Jar,$18.18,0
"Collapsible Reusable straws, Food-grade stainless steels folding drinking straws Foldable Metal Straws with Case and Cleaning Brush",$7.19,0
"Method Gel Hand Soap, Sweet Water, 12 Ounce (Pack 6)",$12.60,0
"Glad Tall Kitchen Drawstring Trash Bags - OdorShield 13 Gallon White Trash Bag, Gain Original with Febreze Freshness - 100 Count (Packaging May Vary)",$54.00,0
Finish All in 1 Powerball Dishwashing Tablets Dish Tabs Fresh Scent,$70.00,0
"KIND Bars, Peanut Butter Dark Chocolate",$14.22,0
Clif Kid - Organic Energy Snacks,$10.49,0
"GE 12 Ft Extension Cord, 3 Outlet Power Strip, 2 Prong, 16 Gauge, Twist-to-Close Safety Outlet Covers, Indoor Rated, Perfect for Home, Office or Kitchen, UL Listed, White, 51954",$5.46,0
"L'Oreal Paris Voluminous Lash Paradise Washable Mascara, Blackest Black 0.28 oz",$8.39,0
"Herbal Essences, Shampoo and Sulfate Free Conditioner Kit, BioRenew Coconut Milk, 20.2 fl oz, Kit",$15.29,0
"Hair Scalp Massager Shampoo Brush, Zenpy Scalp Massage, Scalp Scrubber and Dandruff Brush for Scalp Care Hair Cleaning Shower, Soft Silicone Comb for Men, Women, Kids and Pet Hair Deep Cleaning -Pink",$6.58,0
COSORI Electric Kettle(BPA Free),$41.99,0
"Finish Jet-Dry Rinse Aid, Dishwasher Rinse Agent & Drying Agent",$50.00,0
"Luvs Ultra Leakguards Disposable Baby Diapers, Size 2, 228Count, ONE MONTH SUPPLY (Packaging May Vary)",$20.98,0
"Luvs Ultra Leakguards Disposable Baby Diapers Newborn Size 1, 252Count, ONE MONTH SUPPLY (Packaging May Vary)",$20.98,0
"Green-Nature Mosquito Repellent Bands for Kids,Adults & Pets,100% Natural Deet-Free Waterproof Travel Insect Repellent Bands,Non-Toxic Safe Wristband 10 Pack with 24 Patches for Maximum Protection",$11.95,0
KIND Breakfast Bars,$29.98,0
"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4oz, 12 Count",$14.22,0
"OXO Good Grips SimplyTear Standing Paper Towel Holder, Brushed Stainless Steel",$24.99,0
OXO Good Grips Dish Brush,$5.99,0
"Stainless Steel Scissors, Electrician Free Fall Snips Klein Tools 2100-8",$21.35,0
SEVEN STYLE 47 Pcs Premium Velvet Hair Scrunchies Hair Bands Scrunchy Hair Ties Ropes Scrunchie for Women or Girls Hair Accessories (47 Pcs Premium Velvet Hair Scrunchies),$9.99,0
"Mario Badescu Spritz Mist and Glow Facial Spray Collection, 3 Piece Set - Lavender, Cucumber, Rose",$21.00,0
Harris Diatomaceous Earth Powder Duster with 6 Inch Extension Nozzle,$7.99,0
BrMate Hopsulator Slim Double-walled Stainless Steel Insulated Can Cooler for 12 Oz Slim Cans,$22.99,0
"2 Pack Collapsible Reusable Straw, Composed of Stainless Steel and Food-grade Silicone, Portable Set with Hard Case Holder and Cleaning Brush, For Party, Travel, Household, Outdoor, etc.",$6.79,0
Nature Made Vitamin D3 5000 IU Ultra Strength Softgels Value Size 180 Ct,$10.81,0
PreserVision AREDS 2 Vitamin & Mineral Supplement 120 Count Soft Gels,$61.00,0
Woodstream TERRO Fruit Fly Trap  2 Pack T2502,$6.49,0
Green Gobbler Drain Fly Goodbye Gel Drain Treatment | Drain Fly Repellent | Fruit Fly Repellent | Drain Flies Treatment | Fruit Flies Treatment | Drain Fly & Fruit Fly Eliminator,$11.68,0
"Summit 110-12 Mosquito Dunks, 6-Pack",$8.52,0
"Giraffe Garden Hose,Water Hose Hybrid 5/8 in.x3/5/10/25/50/75/100FT, SwivelGrip/Heavy Duty/Lightweight/Flexible Hose",$13.99,0
"KATCHY Indoor Insect Trap: Bug, Fruit Fly, Gnat, Mosquito Killer - UV Light, Fan, Sticky Glue Boards Trap Even The Tiniest Flying Bugs - No Zapper - Child Safe, Non-Toxic",$39.79,0
"REPEL HG-24101 6 oz Sportsmen Max Insect Repellent 40-Percent DEET Pump Spray, Twin Pack",$8.85,0
"B-Air BA-GT-8X10-BL GTRP810 Grizzly 8 x 10 Feet Blue Multi Purpose Waterproof Poly Tarp Cover 5 Mil Thick 8 x 8 Weave, 8X10",$6.06,0
"4 Pack Upgrade Version Smart Plug by LINGANZH. Wi-Fi Socket Remote Control from Anywhere Smart Sockets, Compatible with Alexa and Google Home/Assistant. No hub Required",$7.67,0
"Herbal Essences, Shampoo and Sulfate Free Conditioner Kit, BioRenew Argan Oil of Morocco, 13.5 fl oz, Kit",$12.67,0
"Banana Boat Ultra Sport Sunscreen Spray, New Formula, SPF 100, 6 Ounces",$8.94,0
"RoC Retinol Correxion Max Daily Hydration Anti-Aging Crme for 24-Hour Deep Hydration, Advanced Anti-Wrinkle Moisturizer Made with Retinol & Hyaluronic Acid, 1.7 oz",$19.67,0
"2 Pack Collapsible Reusable Straw, Composed of Stainless Steel and Food-grade Silicone, Portable Set with Hard Case Holder and Cleaning Brush, For Party, Travel, Household, Outdoor, etc.",$8.99,0
"2 Pack Collapsible Reusable Straw, Composed of Stainless Steel and Food-grade Silicone, Portable Set with Hard Case Holder and Cleaning Brush, For Party, Travel, Household, Outdoor, etc.",$8.99,0
"Shibari Mini Halo,inThe Originalin Compact Power Wand Massager, Wireless, 20x Multi-Speed Vibrations (Pink)",$27.95,0
Anley US Pleated Fan,$8.95,0
Catchmaster Mouse/Mice/Insect/Lizard/Spider/Snake Glue Board Professional Sticky Traps Peanut Butter Scented Best Glue,$12.50,0
KIND Healthy Grains Granola Bars,$28.73,0
"Lifetime 4428 Height Adjustable Craft, Camping and Utility Folding Table, 4 ft White",$39.98,0
"KIND Bars, Cranberry Almond",$14.22,0
Miracle-Gro,$5.98,0
"KIND Bars, Dark Chocolate Nuts & Sea Salt, Gluten Free, Low Sugar, 1.4 Ounce Bars, 12 Count (Packaging May Vary)",$14.22,0
Treva 10-Inch Portable Desktop Air Circulation Battery Fan - 2 Cooling Speeds - With AC Adapter,$21.98,0
"Seville Classics 3-Tier Resin Slat Utility Shoe Rack, Espresso",$29.99,0
Tactical Flashlight 2 Pack - Tac Light Torch Flashlight - As Seen on TV XML T6 - Brightest LED Flashlight with 5 Modes - Adjustable Waterproof Flashlight for Biking Camping by LETMY,$14.99,0
"PORTER-CABLE PC760R 9-Inch Pruning Reciprocating Saw Blades, 3-Pack",$5.99,0
"Instant Pot LUX60V3 V3 6 Qt 6-in-1 Multi-Use Programmable Pressure Cooker, Slow Cooker, Rice Cooker, Saut, Steamer, and Warmer",$59.00,0
Heavy Duty Kitchen Shears - KFull Multifunction Kitchen Scissors Knife Tools -Purpose Utility Scissors for Chicken Poultry Fish Meat Vegetables Herbs BBQ - Multipurpose Black White Knife Shears,$7.88,0
Zulay Milk Frother,$14.99,0
"CLIF BAR - Energy Bar - Chocolate Brownie - (2.4 Ounce Protein Bar, 12 Count)",$10.88,0
"Mrs. Meyer's Clean Day Fabric Softener, 32 fl oz (Honeysuckle, PACK - 6)",$7.99,0
"advion 4 Tubes and 4 Plungers Cockroach German Roach Pest Control Insecticide Bait Gel, Kill German, American, Australian, Smoky, Brown",$30.99,0
20% Horticultural Vinegar Weed Killer | Herbicide | Natural Weed Killer | Organic Weed Killer,$27.99,0
"Ortho 071549020095 0200910 Home Defense Max Insect Killer Granules, 2.5 lb, Brown/A",$6.98,0
Ortho 0174810 Concentrate Home Defense Insect Killer and Repellent for Pest-Free Lawn Landscape Protection,$8.99,0
D.B. Smith Field King Professional 190328 No Leak Pump Backpack Sprayer for Killing Weeds in Lawns and Gardens,$72.36,0
Scotts Turf Builder Lawn Food - Summerguard with Insect Control,$24.98,0
"Holmes 8-Inch Fan | Lil' Blizzard Oscillating Table Fan, Black",$15.59,0
"LED Lytes Flameless Candles with Timer, for Mom Gifts, Slim Set of 6, 2 Inches Wide and 2-9 Tall, Ivory Dripping Wax and Flickering Amber Yellow Flame Battery Operated Electric Candle",$24.77,0
"Work Sharp Knife & Tool Sharpener - precision sharpening guides, premium flexible abrasive belts, repeatable and consistent results, Frustration-Free Packaging",$69.95,0
"Toptheway Replacement Brush Heads Compatible with Phillips Sonicare DiamondClean Electric Toothbrush HX6063/64, Fit Plaque Control, Gum Health, FlexCare, HealthyWhite, Essence+ and EasyClean, 8 Pcs",$16.99,0
"Head and Shoulders Shampoo, Anti Dandruff, Clinical Strength Seborrheic Dermatitis Treatment, 13.5 fl oz, Twin Pack",$11.97,0
"Freshware Compartment with Lids, Food Storage Containers Bento Box",$10.99,0
Magic Bullet Blender,$39.99,0
"Febreze Car Air Freshener, 2 Gain Original and 2 Gain Island Fresh scents (4 Count.06 fl oz)",$12.35,0
"Quest Nutrition Chocolate Hazelnut Protein Bar, High Protein, Low Carb, Gluten Free, Soy Free, Keto Friendly, 12 Count",$24.99,0
"Ajmyonsp Marshmallow Roasting Sticks with Wooden Handle Extendable Forks Telescoping Smores Skewers for Campfire Firepit and Sausage BBQ, 32 Inch",$12.99,0
"California Home Goods 2 Pack - Ribbed Indoor Outdoor Rug for Entrance, Floor Mat with Shoe Scraper & Rubber Backing, Entryway Rug for High Traffic Areas, 17.5in x 29.5in, Grey & Black",$19.95,0
Eurmax Camping Family Tent Pop Up Canopy Stakes,$10.49,0
BUG SOOTHER All Natural Bonus Pack - Multi-Pack Includes Free Bonus 1 oz. Travel Size.,$23.99,0
"Tiki Brand Cast Iron Torch Stand, Black, 9.1L x 9.1W x 4.8H -Inches",$56.23,0
"TIKI Brand 6-Inch Marine Glass Table Torch Seaside Escape, Ivory, Coral & Blue (Set of 3)",$24.99,0
TIKI Brand 64-inch Swirl Metal Torch with Blue Bubble Glass Head,$14.99,0
Stud Finder Sensor Wall Scanner - 4 in 1 Electronic Stud Sensor Beam Finders Wall Detector Center Finding with LCD Display for Wood AC Wire Metal Studs Joist Detection,$26.99,0
Work Sharp WSSA0002012 Knife & Tool Sharpener Replacement Belt Kit (WSKTS & WSKTS-KT),$7.10,0
"Radha Beauty USDA Certified Organic Rosehip Oil, 4 oz. - 100% Pure & Cold Pressed. All Natural Anti-Aging Moisturizing Treatment for Face, Hair, Skin & Nails, Acne Scars, Wrinkles, Dry Spots",$14.95,0
Pyrex Simply Store Food Container,$29.99,0
"Zinus Armita 9 Inch High Profile Smart Box Spring / Mattress Foundation / Strong Steel Structure / Easy Assembly Required, Twin",$65.54,0
"Cascade Platinum Rinse Aid, 901 mL (Packaging May Vary)",$6.97,0
"Seventh Generation Dish Liquid Soap, Free & Clear, 25 oz, Pack of 6 (Packaging May Vary)",$19.62,0
"LauKingdom Grill Mat Set of 5 - 100% Non-Stick BBQ Grill Mats for Grill Accessories, Heavy Duty, Reusable, and Easy to Clean - Works on Electric Grill Gas Charcoal BBQ - Extended Warranty(Black)",$9.99,0
"Anker Bolder LC30 Flashlight, LED Torch, Super Bright 300 Lumens CREE LED, IPX5 Water Resistant, 3 Modes High/Low/Strobe, Pocket Sized",$12.99,0
"Mineral Fusion Nail Polish Remover, 6 Ounce",$6.49,0
"Kenra Platinum Blow-Dry Spray, 6.8-Fluid Ounce",$19.50,0
"SOHILIO Collapsible, Reusable Drinking Straw | Retractable, Portable, Metal Silicone Straw with Case & Cleaning Brush",$6.50,0
Mercer Culinary Genesis Forged,$24.54,0
HotLogic Mini Personal Portable Oven,$23.32,0
Contigo Spill-Proof Kids Tritan Straw Tumbler,$11.99,0
ROMANTICIST 27pc BBQ Grill Accessories Set with Thermometer for Men Dad on Fathers Day - Heavy Duty Stainless Steel Grill Utensils with Aluminium Case for Outdoor Camping Backyard Barbecue,$37.99,0
"Ollny 200 LED String Lights with Remote and Timer, Christmas Fairy Lights for Bedroom Wall Decoration 69ft String 29V Low Voltage Plug 8 Modes",$19.99,0
"LED Strip Lights, L8star Color Changing Rope Lights 16.4ft SMD 5050 RGB Light Strips with Bluetooth Controller Sync to Music Apply for TV, Bedroom, Party and Home Decoration (16.4ft)",$19.99,0
NIVEA Men Sensitive Post Shave Balm - Soothes and Moisturizes Skin After Shaving - 3.3 fl. oz. Bottle (Pack of 3),$14.94,0
Corkcicle Cigar Glass - Double Old Fashioned Glass With Built-In Cigar Rest,$24.95,0
Cuisinart ICE-21 1.5 Quart Frozen Yogurt-Ice Cream Maker,$46.68,0
"French Press Coffee Maker (8 cup, 34 oz) With 4 Level Filtration System, 304 Grade Stainless Steel, Heat Resistant Borosilicate Glass by Cafe Du Chateau",$24.95,0
"Maxi-Matic EGC-007R Easy Electric Egg Poacher, Omelet, Scrambled, Soft, Medium, Hard-Boiled Boiler Measuring Cup Included, 7 Capacity, Red",$15.19,0
"Vantic Reusable Collapsible Straws, Rainbow Telescopic Stainless Steel Portable Drinking Straw with Travel Case & Cleaning Brush for 12oz/20oz/30oz Cups",$12.99,0
Airtight Cold Brew Iced Coffee Maker and Tea Infuser with Spout - 1.0L Ovalware RJ3 Brewing Glass Carafe with Removable Stainless Steel Filter,$29.99,0
"SodaStream Jet Sparkling Water Machine (Silver), with CO2 and BPA free Bottle",$73.91,0
Whiskey Globe Decanter with Antique Dark Finished Wood Stand Bar Funnel 850ml Perfect Gift Set Scotch Liquor Bourbon Wine Vodka,$39.99,0
"Mrs. Meyers Clean Day Multi-Surface Everyday Cleaner, Lavender, 16 ounce bottle (Pack of 3)",$8.38,0
"Glad Tall Kitchen Drawstring Trash Bags - OdorShield 13 Gallon White Trash Bag, Gain Original with Febreze Freshness - 100 Count (Packaging May Vary)",$63.00,0
"Cuisinart, Stainless Steel",$24.99,0
Bug-A-Salt Camofly 2.0 Insect Eradication Gun,$46.95,0
"Kem-Tek 2815-6 Chlorinating Tablets 1.5-Pound with Bundle of 4-Way Water Chemistry Test Strips, 50 Count",$14.99,0
"Bug-A-Salt 2.0 Lawn & Garden Model, Green",$42.95,0
ROMANTICIST 20pc Stainless Steel BBQ Grill Tool Set - Perfect BBQ Gift for Men Dad on Fathers Day - Complete Outdoor Barbecue Grilling Accessories Kit in Aluminum Storage Case,$23.99,0
"Crayola Color Wonder  Coloring Book Pages & Markers, Mess Free Coloring, Gift for Kids",$7.99,0
"Tactical Pen for Self-Defense + LED Tactical Flashlight, Bottle Opener, Window Breaker | Multi-Tool for Everyday Carry (EDC) Survival Gear | For Military, Police, SWAT | Gift Boxed + Extra Ink",$29.97,0
3M 8511PB1-A-PS Particulate N95 Respirator with Valve,$37.00,0
Gillette5 Men's Razor Handle + 4 Blade Refills,$14.99,0
"Gillette Fusion5 ProGlide Mens Razor, Handle & 2 Blade Refills (Packaging May Vary)",$9.99,0
Gillette Fusion ProGlide 3-in-1 Razor Styler Special Pack,$18.69,0
"Gillette Fusion ProShield Chill Men's Razor Blade Refills, 8 Refills, Mens Razors / Blades",$29.71,0
"Gillette Mach3 Men's Razor Blades, 10 Blade Refills",$14.97,0
"Leakproof Reusable Insulated Cooler Lunch Bag - Office Work Picnic Hiking Beach Lunch Box Organizer with Adjustable Shoulder Strap for Women,Men",$16.99,0
"Dad No Matter What/Ugly Children Funny Coffee Mug - Best Dad Fathers Day Gifts - Gag Present Ideas For Him From Daughter, Son, Wife - Cool Birthday Gifts For Dads, Men, Guys - Fun Novelty Cup -11oz",$16.97,0
Plastic Disposable Portion Cups Souffle Cups with Lids,$7.99,0
The Hockey Cup 25 oz Beer Stein Mug With Case,$29.99,0
"Contigo SnapSeal Byron Stainless Steel Travel Mug, 16 oz, Vivacious",$38.63,0
Poo-Pourri Before-You-Go Toilet Spray,$14.06,0
"Energizer 2032 Lithium Coin Battery, 6 Pack",$48.00,0
"Sambucus Elderberry Gummies Herbal Supplements, 60 Count",$35.00,0
"Alpha Grillers Grill Brush Bristle Free. Best Safe BBQ Cleaner with Extra Wide Scraper. Perfect 18 Inch Stainless Steel Tools for All Grill Types, Including Weber. Ideal Barbecue Accessories",$16.97,0
"Weber Deluxe Grilling Basket, 6434",$21.99,0
"Original Indoor Insect Trap: Bug, Fruit Fly, Gnat, Mosquito Killer - UV Light, Fan, Sticky Glue Boards Trap Even The Tiniest Flying Pests - No Zapper - Child Safe, Non-Toxic",$9.97,0
3M Worktunes Wireless Hearing Protection with Bluetooth Technology and AM/FM Radio,$54.99,0
"Universal Socket,Kusonkey Professional 7mm-19mm Universal Sockets Tools Gifts Best Father's Day Gift for Men, DIY Handyman, Father/Dad, Husband, Boyfriend, Him, Women",$9.99,0
Gifts for Dad for Fathers Day - Dad Multitool Gifts from Daughter or Son,$21.95,0
3M 8511PB1-A-PS Particulate N95 Respirator with Valve,$37.00,0
"Philips Norelco Electric Shaver 2100, S1560/81",$39.95,0
"Oral-B Vitality FlossAction Rechargeable Battery Electric Toothbrush with Automatic Timer, Powered by Braun",$19.99,0
ThermoPro TP-08S Wireless Remote Digital Cooking Meat Thermometer Dual Probe for Grilling Smoker BBQ Food Thermometer - Monitors Food from 300 Feet Away,$39.09,0
Birthday Gift for Dad Best Farter Ever Oops Mean Father Gift Coffee Mug Tea Cup,$17.99,0
Trump Mugs - Funny Novelty Coffee Cup,$10.75,0
Lasko Floor Or Wallmount Fan,$39.96,0
"Lasko 1646 16 Remote Control Pedestal Fan with Built-in Timer, White - Features Oscillating Movement and Adjustable Height",$36.00,0
Honeywell HT-908 Turbo Force Room Air Circulator Fan Black 15 Inch,$24.99,0
Lasko Remote Control Bladeless Tower Fan,$61.77,0
"PAL&SAM Fly Swatter, Strong Flexible Manual Swat Set Pest Control, Assorted Colors",$6.38,0
"Magnetic Wristband, BLENDX Men Gifts Tool with Strong Magnets for Holding Screws, Nails, Drill Bits Cool Tools for Fathers Day Gift for Him, Men, Husband, Dad, Boyfriend, Guys, DIY-er",$19.99,0
Carhartt Deluxe Dual Compartment Insulated Lunch Cooler Bag,$24.99,0
"iPhone Charger, 4Pack 6FT Lightning to USB Charging Cable Cord Compatible with iPhone X 8 8Plus 7 7Plus 6 6Plus 6S 6SPlus 5 5S SE,iPad,iPod",$13.99,0
CeraVe Foaming Facial Cleanser | 16 Fl. Oz | Daily Face Wash for Oily Skin | Fragrance Free,$13.59,0
"Neutrogena Beach Defense Sunscreen Stick with Broad Spectrum SPF 50+, Lightweight Water-Resistant Sunscreen with Oil-Free & PABA-Free Formula, 1.5 oz",$5.95,0
"Neutrogena Clear Face Liquid Lotion Sunscreen for Acne-Prone Skin, Broad Spectrum SPF 55, Oil-Free and Fragrance-Free, 3 fl. oz",$9.53,0
ThermoPro TP01A Instant Read Meat Thermometer with Long Probe Digital Food Cooking Thermometer for Grilling BBQ Smoker Grill Kitchen Oil Candy Thermometer,$9.99,0
"Hamilton Beach 25475 Breakfast Sandwich Maker, Gray",$24.99,0
"Wampumtuk Dad, I Want You On My Side Of The Wall. Nobody Is Better At Fatherhood, Father's Day, Donald Trump, 11 Ounces Funny Coffee Mug",$10.30,0
"Contigo 2063322 SNAPSEAL Byron Mug, 20 oz, Dark Plum",$12.99,0
O2COOL Deluxe Misting Fan,$12.99,0
Brita Large 10 Cup Everyday Water Pitcher with 1 Longlast Filter,$34.99,0
Holmes HBF2001DP-BM 20-Inch Box Fan,$17.83,0
Hydro Flask 12 oz Water Bottle | Stainless Steel & Vacuum Insulated | Standard Mouth with Leak Proof Flex Cap | Sage,$51.99,0
Sun2Solar Round Solar Cover Heating Blanket for Above-Ground Swimming Pools - 12 Mil,$49.96,0
Maybelline Makeup Instant Age,$6.37,0
B-BEST Guardians of The Galaxy Groot Pen Pot Tree Man Pens Holder or Flower Pot with Drainage Hole Perfect for a Tiny Succulents Plants and Best Christmas Gift Idea 6in,$8.99,0
3M WorkTunes Hearing Protector with AM/FM Radio,$34.87,0
MainBasics Bath Shower Loofah Sponge Pouf Body Scrubber Exfoliator (Set of 3),$5.99,0
"Aveeno Skin Relief 24-Hour Moisturizing Lotion for Sensitive Skin with Natural Shea Butter & Triple Oat Complex, Unscented Therapeutic Lotion for Extra Dry, Itchy Skin, 18 fl. oz",$7.79,0
"Aveeno Skin Relief Fragrance-Free Body Wash with Oat to Soothe Dry Itchy Skin, Gentle, Soap-Free & Dye-Free for Sensitive Skin, 33 fl. oz",$9.97,0
"PURA D'OR Original Gold Label Anti-Thinning Shampoo Clinically Tested, Infused with Argan Oil, Biotin & Natural Ingredients, Sulfate Free, All Hair Types, Men and Women, 16 Fl Oz (Packaging may vary)",$29.99,0
Grease Splatter Screen for Frying Pan 9.5in - Stops 99% of Hot Oil Splash - Protects Skin from Burns - Splatter Guard for Cooking - Iron Skillet Lid Keeps Kitchen Clean - Stainless Steel,$9.99,0
"Simply Genius (6 pack) Large and Tall 17x17 Pop-Up Mesh Food Covers Tent Umbrella for Outdoors, Screen Tents, Parties Picnics, BBQs, Reusable and Collapsible",$13.79,0
"Air Fryer Accessories for Ninja Phillips Cosori Gowise Nuwave Ultrean Chefman and More, Set of 6, Fit all 3.7QT - 5.3QT - 5.8QT",$24.99,0
Genteele Memory Foam Bath Mat Non Slip Absorbent Super Cozy Velvet Bathroom Rug Carpet,$14.99,0
